,Player,Team,Pitch,球種,投球数,投球%,xPV,xPV/100,Grade,球速(km/h),SwStr%,Whiff%,O-Swing%,wOBAcon,xwOBAcon,GB%,FL%,IFFB%
925,藤井 聖,楽,左投,ツーシーム,75,11,-0.9,-,-,135,8.0,20.0,14.3,.437,.333,47,47,7
926,長谷川 威展,ソ,左投,ストレート,66,41,-0.2,-,-,141,4.5,13.0,7.1,.109,.340,63,38,0
927,長谷川 威展,ソ,左投,スライダー,66,41,-1.0,-,-,124,15.2,29.4,21.2,.249,.351,36,57,7
928,長谷川 威展,ソ,左投,フォーク,6,4,0.0,-,-,132,16.7,50.0,20.0,.000,.209,100,0,0
929,長谷川 威展,ソ,左投,ツーシーム,24,15,-0.5,-,-,139,4.2,16.7,6.7,.447,.309,67,33,0
930,曽谷 龍平,オ,左投,ストレート,319,46,-0.6,-0.2,51,148,7.2,14.8,27.2,.369,.370,33,62,5
931,曽谷 龍平,オ,左投,スライダー,149,22,2.2,1.4,71,129,8.1,22.6,23.9,.316,.349,50,50,0
932,曽谷 龍平,オ,左投,カットボール,3,0,0.0,-,-,139,0.0,-,0.0,-,-,-,-,-
933,曽谷 龍平,オ,左投,フォーク,217,32,1.0,0.5,60,139,17.1,31.6,40.2,.246,.309,63,37,0
934,高梨 雄平,巨,左投,ストレート,61,26,-0.3,-,-,142,8.2,17.2,25.8,.201,.335,46,46,8
935,高梨 雄平,巨,左投,スライダー,96,41,0.0,-,-,129,11.5,31.4,25.5,.293,.342,38,54,8
936,高梨 雄平,巨,左投,チェンジアップ,5,2,0.0,-,-,126,20.0,50.0,25.0,-,-,-,-,-
937,高梨 雄平,巨,左投,シンカー,1,0,0.2,-,-,134,100.0,100.0,100.0,-,-,-,-,-
938,高梨 雄平,巨,左投,シュート,73,31,0.9,-,-,143,8.2,22.2,14.3,.134,.235,92,8,0
939,八木 彬,ロ,右投,ストレート,28,70,0.0,-,-,148,0.0,0.0,0.0,.476,.329,38,50,13
940,八木 彬,ロ,右投,フォーク,12,30,0.2,-,-,142,16.7,40.0,28.6,.290,.229,33,33,33
941,小園 健太,デ,右投,ストレート,36,51,-0.3,-,-,144,8.3,16.7,26.3,.348,.309,80,20,0
942,小園 健太,デ,右投,スライダー,3,4,0.0,-,-,127,0.0,0.0,0.0,.870,.220,100,0,0
943,小園 健太,デ,右投,カットボール,11,15,-0.1,-,-,137,18.2,50.0,16.7,-,-,-,-,-
944,小園 健太,デ,右投,カーブ,12,17,0.1,-,-,115,8.3,20.0,40.0,.000,.199,100,0,0
945,小園 健太,デ,右投,スプリット,9,13,0.3,-,-,131,11.1,20.0,25.0,.870,.209,100,0,0
946,松葉 貴大,中,左投,ストレート,141,29,-1.5,-1.0,43,136,1.4,3.6,14.8,.225,.374,36,61,3
947,松葉 貴大,中,左投,スライダー,53,11,-0.3,-,-,120,5.7,20.0,7.4,.803,.330,57,43,0
948,松葉 貴大,中,左投,カットボール,118,24,-0.3,-0.2,58,130,9.3,19.6,30.2,.402,.373,38,62,0
949,松葉 貴大,中,左投,カーブ,35,7,-0.5,-,-,108,0.0,0.0,15.4,.145,.421,17,83,0
950,松葉 貴大,中,左投,チェンジアップ,67,14,-0.6,-,-,123,9.0,17.6,34.2,.287,.310,55,40,5
951,松葉 貴大,中,左投,スプリット,19,4,0.2,-,-,131,21.1,36.4,50.0,.000,.344,50,50,0
952,松葉 貴大,中,左投,ツーシーム,51,11,-0.7,-,-,135,3.9,10.5,20.0,.290,.277,78,22,0
953,阿部 翔太,オ,右投,ストレート,113,47,-1.2,-1.1,27,145,2.7,6.0,16.7,.271,.388,24,71,5
954,阿部 翔太,オ,右投,カットボール,47,20,-0.5,-,-,133,8.5,28.6,17.4,.268,.458,0,100,0
955,阿部 翔太,オ,右投,カーブ,4,2,-0.1,-,-,112,0.0,-,0.0,-,-,-,-,-
956,阿部 翔太,オ,右投,フォーク,4,2,-0.3,-,-,130,0.0,0.0,33.3,.000,.209,100,0,0
957,阿部 翔太,オ,右投,スプリット,71,30,-0.1,-,-,134,19.7,37.8,40.4,.441,.372,25,67,8
958,比嘉 幹貴,オ,右投,ストレート,26,46,-0.3,-,-,140,7.7,15.4,16.7,.000,.363,50,50,0
959,比嘉 幹貴,オ,右投,スライダー,17,30,0.4,-,-,131,11.8,22.2,33.3,.218,.358,0,75,25
960,比嘉 幹貴,オ,右投,スローカーブ,6,11,-0.3,-,-,99,0.0,0.0,0.0,.000,.466,0,100,0
961,比嘉 幹貴,オ,右投,フォーク,6,11,0.2,-,-,129,16.7,50.0,0.0,-,-,-,-,-
962,比嘉 幹貴,オ,右投,シンカー,1,2,0.0,-,-,126,0.0,-,0.0,-,-,-,-,-
963,比嘉 幹貴,オ,右投,シュート,1,2,-0.1,-,-,137,0.0,-,0.0,-,-,-,-,-
964,泉 圭輔,巨,右投,ストレート,117,58,0.7,0.6,43,149,6.0,11.7,28.3,.222,.303,35,46,19
965,泉 圭輔,巨,右投,カットボール,9,4,0.3,-,-,134,11.1,33.3,16.7,.000,.118,50,0,50
966,泉 圭輔,巨,右投,縦スライダー,19,9,0.3,-,-,121,5.3,25.0,10.0,.000,.110,50,0,50
967,泉 圭輔,巨,右投,ツーシーム,58,29,0.0,-,-,138,8.6,16.1,34.6,.134,.307,54,38,8
968,伊藤 茉央,楽,右投,ストレート,25,66,-0.5,-,-,144,0.0,0.0,8.3,.000,.381,40,60,0
969,伊藤 茉央,楽,右投,スライダー,6,16,-0.6,-,-,126,0.0,-,0.0,-,-,-,-,-
970,伊藤 茉央,楽,右投,シンカー,7,18,-0.6,-,-,146,0.0,0.0,0.0,1.740,.437,0,100,0
971,森下 暢仁,広,右投,ストレート,353,41,-0.5,-0.1,52,147,3.4,7.3,24.4,.251,.333,48,45,8
972,森下 暢仁,広,右投,カットボール,246,29,1.8,0.7,68,137,10.2,19.2,30.2,.245,.297,56,36,8
973,森下 暢仁,広,右投,カーブ,73,8,-1.5,-,-,112,5.5,14.8,25.6,.371,.384,31,69,0
974,森下 暢仁,広,右投,フォーク,51,6,-0.7,-,-,136,7.8,16.7,30.0,.555,.398,30,70,0
975,森下 暢仁,広,右投,チェンジアップ,137,16,1.2,0.9,61,131,19.0,35.6,35.2,.310,.306,50,42,8
976,吉川 雄大,楽,右投,ストレート,85,32,-1.9,-,-,141,3.5,9.4,8.5,.508,.368,47,53,0
977,吉川 雄大,楽,右投,カットボール,78,29,0.4,-,-,131,19.2,37.5,43.6,.201,.339,54,46,0
978,吉川 雄大,楽,右投,カーブ,23,9,0.6,-,-,110,13.0,33.3,37.5,.783,.216,50,25,25
979,吉川 雄大,楽,右投,ナックルカーブ,10,4,0.4,-,-,123,20.0,40.0,44.4,.000,.000,0,0,100
980,吉川 雄大,楽,右投,チェンジアップ,52,20,0.0,-,-,123,23.1,41.4,38.7,.731,.345,50,50,0
981,吉川 雄大,楽,右投,シュート,15,6,-0.3,-,-,139,0.0,0.0,0.0,1.105,.357,50,50,0
982,吉川 雄大,楽,右投,ツーシーム,3,1,0.1,-,-,132,0.0,0.0,50.0,.000,.213,100,0,0
983,村田 賢一,ソ,右投,ストレート,13,72,-0.4,-,-,143,7.7,20.0,14.3,.853,.408,25,75,0
984,村田 賢一,ソ,右投,スライダー,1,6,0.0,-,-,126,0.0,-,0.0,-,-,-,-,-
985,村田 賢一,ソ,右投,カットボール,2,11,0.2,-,-,135,0.0,0.0,0.0,.000,.237,100,0,0
986,村田 賢一,ソ,右投,ナックルカーブ,1,6,0.0,-,-,113,0.0,-,0.0,-,-,-,-,-
987,村田 賢一,ソ,右投,シンカー,1,6,-0.1,-,-,134,0.0,-,0.0,-,-,-,-,-
988,森 唯斗,デ,右投,ストレート,19,8,0.1,-,-,141,5.3,14.3,0.0,.870,.333,67,33,0
989,森 唯斗,デ,右投,スライダー,14,6,0.0,-,-,125,0.0,0.0,0.0,1.027,.306,67,33,0
990,森 唯斗,デ,右投,カットボール,89,37,-0.7,-,-,139,5.6,11.9,9.4,.438,.319,50,44,6
991,森 唯斗,デ,右投,ナックルカーブ,37,16,1.4,-,-,120,21.6,40.0,50.0,.515,.279,70,30,0
992,森 唯斗,デ,右投,フォーク,25,11,-0.5,-,-,134,20.0,41.7,38.9,.298,.389,33,67,0
993,森 唯斗,デ,右投,チェンジアップ,19,8,-0.6,-,-,128,5.3,11.1,23.1,1.183,.345,50,50,0
994,森 唯斗,デ,右投,ツーシーム,35,15,0.6,-,-,142,8.6,21.4,31.3,.690,.273,50,33,17
995,松井 友飛,楽,右投,ストレート,125,40,-0.7,-0.6,39,146,3.2,8.7,5.7,.298,.309,45,41,14
996,松井 友飛,楽,右投,カットボール,89,28,-0.7,-,-,141,10.1,22.0,21.6,.245,.357,35,60,5
997,松井 友飛,楽,右投,カーブ,50,16,-0.2,-,-,118,10.0,23.8,32.1,.327,.288,67,33,0
998,松井 友飛,楽,右投,フォーク,5,2,-0.4,-,-,139,0.0,-,0.0,-,-,-,-,-
999,松井 友飛,楽,右投,チェンジアップ,36,11,-0.1,-,-,134,13.9,27.8,26.1,.218,.198,63,13,25
1000,松井 友飛,楽,右投,シュート,10,3,-0.1,-,-,143,0.0,0.0,0.0,.460,.357,50,50,0
1001,清宮 虎多朗,楽,右投,ストレート,49,89,-1.2,-,-,152,2.0,4.0,22.7,.280,.387,36,64,0
1002,清宮 虎多朗,楽,右投,スライダー,5,9,-0.4,-,-,128,0.0,0.0,0.0,.870,.478,0,100,0
1003,清宮 虎多朗,楽,右投,フォーク,1,2,0.0,-,-,143,0.0,-,0.0,-,-,-,-,-
1004,髙橋 光成,西,右投,ストレート,339,41,-2.5,-0.7,45,150,5.0,11.0,26.4,.486,.370,39,59,3
1005,髙橋 光成,西,右投,スライダー,24,3,0.4,-,-,137,8.3,22.2,30.8,.307,.220,100,0,0
1006,髙橋 光成,西,右投,カットボール,108,13,0.1,0.1,61,141,9.3,17.9,33.3,.470,.324,44,48,8
1007,髙橋 光成,西,右投,縦スライダー,166,20,-2.0,-1.2,39,133,12.7,30.4,26.8,.316,.328,41,50,9
1008,髙橋 光成,西,右投,カーブ,2,0,-0.1,-,-,123,0.0,-,0.0,-,-,-,-,-
1009,髙橋 光成,西,右投,ナックルカーブ,18,2,0.2,-,-,129,5.6,16.7,11.1,.290,.221,33,33,33
1010,髙橋 光成,西,右投,フォーク,179,21,1.3,0.7,63,141,18.4,37.1,38.6,.242,.274,76,24,0
1011,田村 伊知郎,西,右投,ストレート,120,51,-1.2,-1.0,28,145,5.0,10.9,25.0,.395,.342,50,45,5
1012,田村 伊知郎,西,右投,カットボール,7,3,-0.2,-,-,133,0.0,-,0.0,-,-,-,-,-
1013,田村 伊知郎,西,右投,ナックルカーブ,6,3,0.2,-,-,126,16.7,25.0,50.0,-,-,-,-,-
1014,田村 伊知郎,西,右投,フォーク,102,43,0.5,0.4,60,133,12.7,26.5,37.5,.310,.315,29,53,18
1015,ヤン,西,左投,ストレート,124,57,1.7,1.4,51,150,12.9,28.6,25.9,.535,.373,29,65,6
1016,ヤン,西,左投,スライダー,85,39,-1.7,-,-,133,10.6,25.7,23.5,.272,.335,44,50,6
1017,ヤン,西,左投,チェンジアップ,7,3,-0.2,-,-,139,0.0,0.0,0.0,-,-,-,-,-
1018,根本 悠楓,日,左投,ストレート,31,56,-1.1,-,-,141,6.5,22.2,16.7,.290,.393,33,67,0
1019,根本 悠楓,日,左投,スライダー,17,31,-0.1,-,-,128,5.9,16.7,44.4,.737,.392,33,67,0
1020,根本 悠楓,日,左投,カーブ,1,2,0.0,-,-,117,0.0,-,0.0,-,-,-,-,-
1021,根本 悠楓,日,左投,フォーク,2,4,-0.3,-,-,134,0.0,-,0.0,-,-,-,-,-
1022,根本 悠楓,日,左投,チェンジアップ,4,7,0.0,-,-,128,0.0,0.0,25.0,.000,.223,100,0,0
1023,石川 雅規,ヤ,左投,ストレート,66,24,0.1,-,-,129,1.5,3.4,13.0,.345,.307,39,44,17
1024,石川 雅規,ヤ,左投,スライダー,33,12,0.2,-,-,118,3.0,9.1,0.0,.447,.330,57,43,0
1025,石川 雅規,ヤ,左投,カットボール,31,11,0.1,-,-,126,3.2,6.7,12.5,.440,.363,43,57,0
1026,石川 雅規,ヤ,左投,カーブ,32,12,-0.3,-,-,106,3.1,16.7,11.1,.335,.349,0,75,25
1027,石川 雅規,ヤ,左投,チェンジアップ,31,11,-1.2,-,-,109,3.2,7.1,16.7,.364,.336,36,55,9
1028,石川 雅規,ヤ,左投,シンカー,51,19,-1.0,-,-,118,7.8,17.4,37.1,.186,.330,43,57,0
1029,石川 雅規,ヤ,左投,シュート,30,11,0.5,-,-,127,6.7,20.0,15.4,.373,.265,57,29,14
1030,唐川 侑己,ロ,右投,ストレート,1,2,0.0,-,-,-,100.0,100.0,-,-,-,-,-,-
1031,唐川 侑己,ロ,右投,スライダー,4,6,-0.2,-,-,130,0.0,0.0,0.0,.435,.349,50,50,0
1032,唐川 侑己,ロ,右投,カットボール,42,64,1.5,-,-,143,14.3,28.6,0.0,.000,.288,25,50,25
1033,唐川 侑己,ロ,右投,カーブ,4,6,0.0,-,-,118,0.0,-,0.0,-,-,-,-,-
1034,唐川 侑己,ロ,右投,フォーク,1,2,0.0,-,-,-,0.0,-,0.0,-,-,-,-,-
1035,唐川 侑己,ロ,右投,チェンジアップ,14,21,0.6,-,-,133,28.6,66.7,0.0,.000,.000,0,0,100
1036,横川 凱,巨,左投,ストレート,82,42,-0.4,-,-,141,6.1,15.6,20.0,.208,.282,42,37,21
1037,横川 凱,巨,左投,スライダー,21,11,-0.1,-,-,129,4.8,8.3,55.6,.435,.349,50,50,0
1038,横川 凱,巨,左投,カットボール,48,25,-0.3,-,-,135,6.3,14.3,28.6,.124,.300,71,29,0
1039,横川 凱,巨,左投,カーブ,26,13,0.1,-,-,119,11.5,37.5,25.0,.435,.332,50,50,0
1040,横川 凱,巨,左投,フォーク,17,9,-0.3,-,-,135,11.8,18.2,50.0,.513,.299,67,33,0
1041,福島 蓮,日,右投,ストレート,336,68,-1.2,-0.4,49,148,8.3,17.3,23.3,.324,.380,32,65,3
1042,福島 蓮,日,右投,スライダー,69,14,-1.4,-,-,131,18.8,44.8,33.3,.389,.454,9,91,0
1043,福島 蓮,日,右投,カーブ,9,2,-0.2,-,-,120,0.0,0.0,37.5,.870,.332,50,50,0
1044,福島 蓮,日,右投,フォーク,72,15,-1.6,-,-,137,12.5,23.1,38.3,.293,.361,44,56,0
1045,福島 蓮,日,右投,ツーシーム,10,2,0.2,-,-,140,20.0,40.0,25.0,.000,.213,100,0,0
1046,福田 俊,日,左投,ストレート,15,48,-0.1,-,-,143,13.3,33.3,33.3,.290,.302,0,67,33
1047,福田 俊,日,左投,スライダー,13,42,0.0,-,-,131,7.7,33.3,22.2,.000,.349,50,50,0
1048,福田 俊,日,左投,フォーク,3,10,0.0,-,-,133,33.3,50.0,50.0,.000,.209,100,0,0
1049,津留﨑 大成,楽,右投,ストレート,34,40,-0.3,-,-,146,5.9,13.3,10.0,.440,.350,57,43,0
1050,津留﨑 大成,楽,右投,スライダー,2,2,0.2,-,-,129,50.0,100.0,100.0,-,-,-,-,-
1051,津留﨑 大成,楽,右投,カットボール,17,20,-0.1,-,-,135,5.9,10.0,37.5,.290,.274,83,17,0
1052,津留﨑 大成,楽,右投,カーブ,13,15,0.0,-,-,118,7.7,16.7,28.6,.000,.233,0,50,50
1053,津留﨑 大成,楽,右投,フォーク,8,10,0.2,-,-,137,12.5,25.0,25.0,.000,.209,100,0,0
1054,津留﨑 大成,楽,右投,チェンジアップ,2,2,0.0,-,-,132,0.0,-,0.0,-,-,-,-,-
1055,津留﨑 大成,楽,右投,シュート,8,10,0.0,-,-,143,0.0,0.0,0.0,.000,.213,100,0,0
1056,福谷 浩司,中,右投,ストレート,37,74,-0.4,-,-,149,8.1,23.1,11.1,.535,.363,50,50,0
1057,福谷 浩司,中,右投,スライダー,8,16,-0.1,-,-,129,12.5,33.3,16.7,.000,.220,100,0,0
1058,福谷 浩司,中,右投,カーブ,2,4,0.0,-,-,118,0.0,-,0.0,-,-,-,-,-
1059,福谷 浩司,中,右投,フォーク,3,6,0.0,-,-,134,0.0,-,0.0,-,-,-,-,-
1060,土生 翔太,中,右投,ストレート,87,59,-0.6,-,-,146,3.4,8.8,18.9,.263,.344,27,60,13
1061,土生 翔太,中,右投,スライダー,45,30,-0.2,-,-,126,8.9,21.1,30.0,.603,.340,36,55,9
1062,土生 翔太,中,右投,フォーク,16,11,0.1,-,-,135,6.3,20.0,28.6,.000,.209,100,0,0
1063,阪口 皓亮,ヤ,右投,ストレート,28,29,-0.4,-,-,146,3.6,10.0,14.3,.218,.295,25,50,25
1064,阪口 皓亮,ヤ,右投,スライダー,17,18,-0.4,-,-,130,11.8,33.3,10.0,.870,.349,50,50,0
1065,阪口 皓亮,ヤ,右投,カットボール,14,15,0.2,-,-,143,7.1,14.3,0.0,.218,.292,75,25,0
1066,阪口 皓亮,ヤ,右投,カーブ,4,4,-0.3,-,-,115,0.0,0.0,0.0,.870,.466,0,100,0
1067,阪口 皓亮,ヤ,右投,スプリット,16,17,-0.5,-,-,133,6.3,16.7,25.0,.000,.389,33,67,0
1068,阪口 皓亮,ヤ,右投,ツーシーム,17,18,-0.2,-,-,145,0.0,0.0,25.0,.870,.357,50,50,0
1069,丸山 翔大,ヤ,右投,ストレート,107,51,-0.1,-0.1,37,147,7.5,15.4,30.2,.297,.305,52,36,12
1070,丸山 翔大,ヤ,右投,スライダー,25,12,-0.1,-,-,126,4.0,14.3,8.3,.580,.306,67,33,0
1071,丸山 翔大,ヤ,右投,カーブ,16,8,0.5,-,-,110,31.3,50.0,50.0,.307,.377,33,67,0
1072,丸山 翔大,ヤ,右投,フォーク,62,30,-0.4,-,-,136,11.3,25.0,32.4,.193,.359,44,56,0
1073,瀧中 瞭太,楽,右投,ストレート,75,52,-1.4,-,-,142,0.0,0.0,24.2,.482,.399,30,70,0
1074,瀧中 瞭太,楽,右投,スライダー,5,3,-0.1,-,-,127,0.0,0.0,0.0,-,-,-,-,-
1075,瀧中 瞭太,楽,右投,カットボール,6,4,-0.4,-,-,134,0.0,0.0,0.0,.737,.384,33,67,0
1076,瀧中 瞭太,楽,右投,カーブ,27,19,0.0,-,-,104,11.1,33.3,8.3,.290,.377,33,67,0
1077,瀧中 瞭太,楽,右投,フォーク,11,8,0.7,-,-,130,9.1,20.0,16.7,.000,.000,0,0,100
1078,瀧中 瞭太,楽,右投,チェンジアップ,1,1,-0.2,-,-,-,0.0,0.0,-,.000,.468,0,100,0
1079,瀧中 瞭太,楽,右投,シンカー,3,2,0.1,-,-,133,33.3,50.0,50.0,-,-,-,-,-
1080,瀧中 瞭太,楽,右投,シュート,16,11,0.1,-,-,137,6.3,25.0,25.0,.000,.357,50,50,0
1081,二保 旭,ロ,右投,ストレート,42,24,-0.3,-,-,142,0.0,0.0,8.3,.660,.369,29,64,7
1082,二保 旭,ロ,右投,スライダー,13,7,-0.2,-,-,123,7.7,33.3,22.2,-,-,-,-,-
1083,二保 旭,ロ,右投,カットボール,38,22,-0.1,-,-,133,13.2,26.3,27.3,.733,.310,67,33,0
1084,二保 旭,ロ,右投,カーブ,4,2,0.0,-,-,119,0.0,-,0.0,-,-,-,-,-
1085,二保 旭,ロ,右投,フォーク,41,23,-0.8,-,-,134,12.2,23.8,35.7,.218,.284,50,38,13
1086,二保 旭,ロ,右投,チェンジアップ,2,1,-0.2,-,-,124,0.0,0.0,0.0,.000,.468,0,100,0
1087,二保 旭,ロ,右投,ツーシーム,36,20,-0.6,-,-,139,0.0,0.0,5.3,.426,.366,25,63,13
1088,長谷川 宙輝,ヤ,左投,ストレート,115,51,0.2,0.1,39,146,7.0,15.7,24.1,.296,.323,56,38,6
1089,長谷川 宙輝,ヤ,左投,スライダー,41,18,-0.3,-,-,132,2.4,7.7,18.2,.435,.306,67,33,0
1090,長谷川 宙輝,ヤ,左投,カーブ,15,7,-0.1,-,-,108,6.7,25.0,11.1,.000,.332,50,50,0
1091,長谷川 宙輝,ヤ,左投,フォーク,1,0,0.0,-,-,137,100.0,100.0,100.0,-,-,-,-,-
1092,長谷川 宙輝,ヤ,左投,チェンジアップ,55,24,0.6,-,-,136,25.5,45.2,41.4,.572,.359,44,56,0
1093,宇田川 優希,オ,右投,ストレート,85,71,-1.5,-,-,150,8.2,25.9,16.7,.290,.393,33,67,0
1094,宇田川 優希,オ,右投,縦スライダー,1,1,0.0,-,-,125,0.0,-,0.0,-,-,-,-,-
1095,宇田川 優希,オ,右投,フォーク,34,28,0.4,-,-,139,29.4,71.4,44.0,.597,.299,67,33,0
1096,田中 瑛斗,日,右投,ストレート,34,41,-0.3,-,-,148,8.8,17.6,16.7,.476,.363,50,50,0
1097,田中 瑛斗,日,右投,スライダー,22,27,-0.7,-,-,133,18.2,40.0,31.3,.000,.349,50,50,0
1098,田中 瑛斗,日,右投,フォーク,20,24,-0.8,-,-,140,20.0,44.4,31.3,.980,.389,33,67,0
1099,田中 瑛斗,日,右投,チェンジアップ,2,2,0.0,-,-,132,0.0,-,0.0,-,-,-,-,-
1100,田中 瑛斗,日,右投,シュート,4,5,-0.1,-,-,146,0.0,0.0,0.0,.870,.501,0,100,0
1101,ロドリゲス,日,右投,スライダー,35,27,-0.3,-,-,136,8.6,33.3,16.7,.580,.392,33,67,0
1102,ロドリゲス,日,右投,ナックルカーブ,3,2,0.2,-,-,132,0.0,0.0,100.0,.000,.199,100,0,0
1103,ロドリゲス,日,右投,チェンジアップ,13,10,-0.2,-,-,135,0.0,0.0,28.6,.435,.345,50,50,0
1104,ロドリゲス,日,右投,ツーシーム,80,61,1.2,-,-,149,3.8,7.5,18.8,.237,.243,75,17,8
1105,岩下 大輝,ロ,右投,ストレート,104,64,-1.2,-1.2,28,149,1.9,3.8,20.0,.041,.363,38,57,5
1106,岩下 大輝,ロ,右投,スライダー,26,16,0.2,-,-,129,26.9,50.0,47.4,.000,.232,33,33,33
1107,岩下 大輝,ロ,右投,フォーク,32,20,-0.7,-,-,138,6.3,22.2,15.0,.368,.299,67,33,0
1108,小川 泰弘,ヤ,右投,ストレート,199,40,1.8,0.9,62,141,2.5,5.6,21.2,.342,.319,44,44,12
1109,小川 泰弘,ヤ,右投,スライダー,62,13,0.0,-,-,128,4.8,12.0,25.0,.438,.344,18,64,18
1110,小川 泰弘,ヤ,右投,カットボール,55,11,-0.6,-,-,137,5.5,10.3,26.9,.516,.379,36,64,0
1111,小川 泰弘,ヤ,右投,カーブ,28,6,0.0,-,-,114,0.0,0.0,0.0,.553,.399,25,75,0
1112,小川 泰弘,ヤ,右投,フォーク,99,20,-0.4,-,-,128,21.2,37.5,47.8,.439,.351,28,61,11
1113,小川 泰弘,ヤ,右投,チェンジアップ,28,6,-0.7,-,-,111,3.6,10.0,17.6,.494,.376,38,63,0
1114,小川 泰弘,ヤ,右投,ワンシーム,24,5,-0.4,-,-,140,4.2,6.7,22.2,.276,.340,13,63,25
1115,椋木 蓮,オ,右投,ストレート,25,45,-0.1,-,-,144,0.0,0.0,18.2,.603,.329,38,50,13
1116,椋木 蓮,オ,右投,スライダー,3,5,-0.1,-,-,127,0.0,0.0,100.0,1.105,.349,50,50,0
1117,椋木 蓮,オ,右投,カットボール,16,29,0.0,-,-,133,18.8,33.3,57.1,.290,.384,33,67,0
1118,椋木 蓮,オ,右投,カーブ,2,4,-0.4,-,-,114,0.0,-,0.0,-,-,-,-,-
1119,椋木 蓮,オ,右投,フォーク,5,9,-0.3,-,-,127,0.0,0.0,33.3,.000,.480,0,100,0
1120,椋木 蓮,オ,右投,ツーシーム,4,7,0.3,-,-,134,25.0,33.3,100.0,.435,.213,100,0,0
1121,中川 虎大,デ,右投,ストレート,125,58,0.0,0.0,38,152,5.6,13.0,21.1,.218,.306,71,25,4
1122,中川 虎大,デ,右投,ナックルカーブ,16,7,0.2,-,-,127,0.0,0.0,12.5,.920,.199,100,0,0
1123,中川 虎大,デ,右投,フォーク,75,35,1.1,-,-,139,36.0,54.0,61.2,.304,.355,46,54,0
1124,中川 虎大,デ,右投,チェンジアップ,1,0,0.0,-,-,130,0.0,0.0,-,.000,.223,100,0,0
1125,髙橋 宏斗,中,右投,ストレート,332,46,0.1,0.0,54,152,5.1,12.4,18.4,.271,.330,55,40,5
1126,髙橋 宏斗,中,右投,カットボール,79,11,0.8,-,-,140,16.5,29.5,25.8,.249,.300,71,29,0
1127,髙橋 宏斗,中,右投,ナックルカーブ,77,11,-0.4,-,-,128,3.9,14.3,5.3,.342,.317,56,44,0
1128,髙橋 宏斗,中,右投,スプリット,227,32,2.3,1.0,67,143,18.9,33.9,40.7,.263,.269,63,29,8
1129,藤嶋 健人,中,右投,ストレート,161,52,1.0,0.6,44,142,10.6,21.5,30.9,.278,.319,44,44,12
1130,藤嶋 健人,中,右投,スライダー,9,3,-0.1,-,-,128,0.0,0.0,0.0,.000,.349,50,50,0
1131,藤嶋 健人,中,右投,ナックルカーブ,31,10,0.0,-,-,119,9.7,30.0,18.8,.870,.466,0,100,0
1132,藤嶋 健人,中,右投,スプリット,108,35,0.7,0.6,63,133,10.2,22.4,30.4,.419,.276,47,37,16
1133,今野 龍太,ヤ,右投,ストレート,20,53,-0.2,-,-,146,0.0,0.0,20.0,.348,.417,20,80,0
1134,今野 龍太,ヤ,右投,カットボール,8,21,-0.4,-,-,136,0.0,0.0,16.7,.000,.237,100,0,0
1135,今野 龍太,ヤ,右投,カーブ,4,11,0.0,-,-,123,25.0,100.0,33.3,-,-,-,-,-
1136,今野 龍太,ヤ,右投,フォーク,1,3,0.0,-,-,133,0.0,-,0.0,-,-,-,-,-
1137,今野 龍太,ヤ,右投,チェンジアップ,5,13,-0.1,-,-,134,0.0,0.0,20.0,-,-,-,-,-
1138,齋藤 響介,オ,右投,ストレート,153,50,0.6,0.4,57,146,5.2,10.4,26.6,.163,.337,25,59,16
1139,齋藤 響介,オ,右投,スライダー,31,10,-0.8,-,-,130,9.7,42.9,22.2,.000,.165,75,0,25
1140,齋藤 響介,オ,右投,カットボール,28,9,-0.8,-,-,139,3.6,11.1,11.1,.000,.347,50,50,0
1141,齋藤 響介,オ,右投,カーブ,20,7,-0.3,-,-,120,5.0,25.0,0.0,.000,.099,50,0,50
1142,齋藤 響介,オ,右投,フォーク,75,24,1.8,-,-,139,26.7,52.6,37.2,.435,.299,67,33,0
1143,富山 凌雅,オ,左投,ストレート,58,54,-1.5,-,-,141,5.2,12.0,20.0,.073,.408,25,75,0
1144,富山 凌雅,オ,左投,スライダー,24,22,-0.1,-,-,129,12.5,42.9,27.8,.870,.220,100,0,0
1145,富山 凌雅,オ,左投,カットボール,1,1,-0.1,-,-,139,0.0,0.0,-,.870,.458,0,100,0
1146,富山 凌雅,オ,左投,ツーシーム,24,22,0.0,-,-,137,12.5,42.9,11.8,.290,.213,100,0,0
1147,平井 克典,西,右投,ストレート,59,35,-0.3,-,-,143,6.8,14.3,16.0,.469,.330,50,43,7
1148,平井 克典,西,右投,スライダー,77,46,-0.3,-,-,130,11.7,25.0,36.8,.272,.317,36,50,14
1149,平井 克典,西,右投,カットボール,1,1,0.0,-,-,137,0.0,0.0,100.0,-,-,-,-,-
1150,平井 克典,西,右投,ナックルカーブ,1,1,0.0,-,-,117,0.0,-,0.0,-,-,-,-,-
1151,平井 克典,西,右投,フォーク,21,13,-0.5,-,-,138,9.5,14.3,50.0,.553,.344,50,50,0
1152,平井 克典,西,右投,シュート,8,5,0.1,-,-,141,0.0,0.0,0.0,.000,.213,100,0,0
1153,ヘルナンデス,ソ,左投,ストレート,225,79,2.7,1.2,50,150,16.9,39.2,24.8,.326,.334,36,52,12
